Main-Trace,Start Freq(Hz),Stop Freq(Hz),Center Freq(Hz),Span Freq(Hz)
Spectrum,264997500000,265002500000,265000000000,5000000,

Analysis Start Time(ms),Analysis Time Length(ms),Capture Time(ms),ATT(dB)
0,50,50,60

Ref Level(dBm),Pre-Amp
10.00, Off

RBW(Hz),Marker Result
30000,Integration

Detection,Trace Point
Average,1025

Storage Mode
Off

Wave Data(dBm)
-44.288
-44.278
-44.287
-44.309
-44.329
-44.334
-44.321
-44.295
-44.266
-44.249
-44.253
-44.281
-44.327
-44.377
-44.419
-44.448
-44.465
-44.477
-44.486
-44.488
-44.477
-44.445
-44.393
-44.323
-44.247
-44.178
-44.130
-44.111
-44.120
-44.148
-44.180
-44.206
-44.225
-44.242
-44.263
-44.292
-44.328
-44.361
-44.377
-44.359
-44.302
-44.215
-44.120
-44.040
-43.993
-43.989
-44.022
-44.078
-44.142
-44.202
-44.252
-44.286
-44.302
-44.294
-44.263
-44.217
-44.167
-44.125
-44.094
-44.076
-44.067
-44.064
-44.069
-44.083
-44.109
-44.149
-44.201
-44.253
-44.293
-44.311
-44.305
-44.285
-44.262
-44.245
-44.231
-44.213
-44.183
-44.138
-44.083
-44.027
-43.982
-43.955
-43.947
-43.955
-43.970
-43.987
-44.004
-44.030
-44.074
-44.138
-44.211
-44.279
-44.332
-44.364
-44.377
-44.370
-44.344
-44.306
-44.263
-44.225
-44.195
-44.171
-44.149
-44.127
-44.107
-44.093
-44.086
-44.085
-44.084
-44.084
-44.084
-44.081
-44.076
-44.067
-44.055
-44.044
-44.040
-44.049
-44.076
-44.119
-44.173
-44.228
-44.274
-44.302
-44.305
-44.285
-44.254
-44.223
-44.197
-44.176
-44.160
-44.146
-44.131
-44.109
-44.072
-44.024
-43.977
-43.948
-43.945
-43.969
-44.008
-44.048
-44.080
-44.100
-44.111
-44.119
-44.124
-44.121
-44.104
-44.079
-44.057
-44.050
-44.062
-44.081
-44.091
-44.081
-44.055
-44.027
-44.010
-44.008
-44.019
-44.038
-44.058
-44.071
-44.073
-44.066
-44.059
-44.065
-44.095
-44.147
-44.209
-44.260
-44.278
-44.254
-44.201
-44.144
-44.107
-44.098
-44.106
-44.116
-44.114
-44.097
-44.067
-44.030
-43.995
-43.969
-43.954
-43.942
-43.919
-43.879
-43.831
-43.790
-43.774
-43.786
-43.816
-43.852
-43.879
-43.892
-43.887
-43.870
-43.845
-43.823
-43.815
-43.828
-43.860
-43.898
-43.927
-43.940
-43.944
-43.948
-43.958
-43.969
-43.971
-43.954
-43.918
-43.867
-43.809
-43.754
-43.708
-43.675
-43.653
-43.638
-43.625
-43.611
-43.599
-43.591
-43.586
-43.577
-43.555
-43.522
-43.485
-43.461
-43.460
-43.481
-43.518
-43.563
-43.608
-43.643
-43.655
-43.630
-43.552
-43.414
-43.226
-43.020
-42.851
-42.767
-42.790
-42.888
-42.982
-42.982
-42.843
-42.608
-42.380
-42.262
-42.307
-42.499
-42.773
-43.044
-43.253
-43.384
-43.456
-43.497
-43.529
-43.557
-43.573
-43.563
-43.520
-43.451
-43.379
-43.330
-43.322
-43.352
-43.403
-43.449
-43.468
-43.454
-43.414
-43.359
-43.304
-43.264
-43.248
-43.262
-43.298
-43.339
-43.369
-43.379
-43.369
-43.341
-43.296
-43.235
-43.164
-43.096
-43.040
-43.001
-42.978
-42.970
-42.980
-43.008
-43.048
-43.094
-43.142
-43.190
-43.233
-43.257
-43.245
-43.188
-43.096
-42.990
-42.892
-42.816
-42.762
-42.724
-42.687
-42.642
-42.589
-42.539
-42.505
-42.495
-42.503
-42.516
-42.522
-42.515
-42.494
-42.464
-42.435
-42.413
-42.398
-42.385
-42.365
-42.329
-42.274
-42.204
-42.129
-42.062
-42.017
-41.996
-41.995
-42.005
-42.022
-42.043
-42.063
-42.072
-42.066
-42.045
-42.016
-41.986
-41.959
-41.936
-41.920
-41.911
-41.902
-41.884
-41.848
-41.788
-41.704
-41.605
-41.501
-41.402
-41.317
-41.250
-41.201
-41.173
-41.161
-41.157
-41.146
-41.117
-41.072
-41.021
-40.986
-40.979
-40.999
-41.024
-41.031
-41.006
-40.952
-40.884
-40.815
-40.755
-40.706
-40.672
-40.658
-40.659
-40.664
-40.658
-40.630
-40.578
-40.506
-40.424
-40.341
-40.270
-40.215
-40.176
-40.142
-40.106
-40.072
-40.048
-40.046
-40.069
-40.111
-40.161
-40.205
-40.231
-40.229
-40.193
-40.131
-40.053
-39.973
-39.904
-39.855
-39.832
-39.831
-39.842
-39.854
-39.854
-39.836
-39.797
-39.739
-39.670
-39.598
-39.533
-39.478
-39.438
-39.417
-39.419
-39.441
-39.473
-39.501
-39.513
-39.508
-39.496
-39.490
-39.496
-39.513
-39.530
-39.539
-39.536
-39.522
-39.501
-39.475
-39.442
-39.405
-39.366
-39.332
-39.309
-39.304
-39.319
-39.359
-39.419
-39.486
-39.543
-39.572
-39.569
-39.545
-39.515
-39.487
-39.458
-39.420
-39.366
-39.301
-39.237
-39.188
-39.165
-39.168
-39.188
-39.218
