Main-Trace,Start Freq(Hz),Stop Freq(Hz),Center Freq(Hz),Span Freq(Hz)
Spectrum,259997500000,260002500000,260000000000,5000000,

Analysis Start Time(ms),Analysis Time Length(ms),Capture Time(ms),ATT(dB)
0,50,50,60

Ref Level(dBm),Pre-Amp
10.00, Off

RBW(Hz),Marker Result
30000,Integration

Detection,Trace Point
Average,1025

Storage Mode
Off

Wave Data(dBm)
-44.550
-44.497
-44.429
-44.367
-44.320
-44.290
-44.271
-44.261
-44.255
-44.250
-44.242
-44.226
-44.204
-44.183
-44.176
-44.191
-44.222
-44.253
-44.268
-44.259
-44.232
-44.204
-44.192
-44.207
-44.248
-44.303
-44.361
-44.411
-44.449
-44.474
-44.488
-44.493
-44.490
-44.483
-44.479
-44.481
-44.482
-44.467
-44.420
-44.340
-44.246
-44.159
-44.098
-44.068
-44.067
-44.091
-44.132
-44.184
-44.237
-44.283
-44.312
-44.317
-44.300
-44.271
-44.242
-44.223
-44.217
-44.222
-44.230
-44.228
-44.209
-44.175
-44.143
-44.131
-44.152
-44.199
-44.252
-44.289
-44.302
-44.296
-44.282
-44.270
-44.259
-44.243
-44.219
-44.185
-44.141
-44.091
-44.042
-44.002
-43.981
-43.985
-44.009
-44.043
-44.075
-44.097
-44.103
-44.098
-44.090
-44.091
-44.112
-44.152
-44.201
-44.241
-44.258
-44.242
-44.196
-44.134
-44.071
-44.019
-43.984
-43.967
-43.968
-43.986
-44.014
-44.043
-44.065
-44.072
-44.061
-44.036
-44.005
-43.981
-43.972
-43.982
-44.009
-44.048
-44.087
-44.116
-44.121
-44.101
-44.065
-44.030
-44.013
-44.019
-44.047
-44.086
-44.128
-44.166
-44.195
-44.211
-44.213
-44.204
-44.192
-44.185
-44.182
-44.180
-44.173
-44.161
-44.147
-44.133
-44.123
-44.117
-44.116
-44.117
-44.116
-44.106
-44.087
-44.064
-44.043
-44.028
-44.019
-44.013
-44.003
-43.988
-43.975
-43.976
-44.005
-44.064
-44.137
-44.201
-44.235
-44.235
-44.210
-44.171
-44.125
-44.072
-44.013
-43.953
-43.900
-43.862
-43.842
-43.838
-43.839
-43.833
